SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,8,109,Colorado,Saguache County,12,2,347,166,181
50,8,109,Colorado,Saguache County,12,3,445,241,204
50,8,109,Colorado,Saguache County,12,4,420,203,217
50,8,109,Colorado,Saguache County,12,5,272,145,127
50,8,109,Colorado,Saguache County,12,6,245,121,124
50,8,109,Colorado,Saguache County,12,7,301,134,167
50,8,109,Colorado,Saguache County,12,8,345,177,168
50,8,109,Colorado,Saguache County,12,9,390,171,219
50,8,109,Colorado,Saguache County,12,10,385,197,188
50,8,109,Colorado,Saguache County,12,11,426,220,206
50,8,109,Colorado,Saguache County,12,12,564,229,335
50,8,109,Colorado,Saguache County,12,13,635,326,309
50,8,109,Colorado,Saguache County,12,14,695,360,335
50,8,109,Colorado,Saguache County,12,15,493,272,221
50,8,109,Colorado,Saguache County,12,16,258,139,119
50,8,109,Colorado,Saguache County,12,17,111,48,63
50,8,109,Colorado,Saguache County,12,18,117,57,60
50,8,111,Colorado,San Juan County,12,0,728,401,327
50,8,111,Colorado,San Juan County,12,1,27,9,18
50,8,111,Colorado,San Juan County,12,2,23,14,9
50,8,111,Colorado,San Juan County,12,3,23,14,9
50,8,111,Colorado,San Juan County,12,4,25,15,10
50,8,111,Colorado,San Juan County,12,5,30,21,9
50,8,111,Colorado,San Juan County,12,6,27,14,13
50,8,111,Colorado,San Juan County,12,7,50,23,27
50,8,111,Colorado,San Juan County,12,8,46,25,21
50,8,111,Colorado,San Juan County,12,9,49,25,24
50,8,111,Colorado,San Juan County,12,10,50,26,24
50,8,111,Colorado,San Juan County,12,11,44,29,15
50,8,111,Colorado,San Juan County,12,12,63,43,20
50,8,111,Colorado,San Juan County,12,13,83,50,33
50,8,111,Colorado,San Juan County,12,14,57,26,31
50,8,111,Colorado,San Juan County,12,15,65,30,35
50,8,111,Colorado,San Juan County,12,16,30,19,11
50,8,111,Colorado,San Juan County,12,17,19,11,8
50,8,111,Colorado,San Juan County,12,18,17,7,10
50,8,113,Colorado,San Miguel County,12,0,8179,4318,3861
50,8,113,Colorado,San Miguel County,12,1,334,164,170
50,8,113,Colorado,San Miguel County,12,2,358,174,184
50,8,113,Colorado,San Miguel County,12,3,464,254,210
50,8,113,Colorado,San Miguel County,12,4,364,182,182
50,8,113,Colorado,San Miguel County,12,5,394,198,196
50,8,113,Colorado,San Miguel County,12,6,606,344,262
50,8,113,Colorado,San Miguel County,12,7,704,398,306
50,8,113,Colorado,San Miguel County,12,8,566,283,283
50,8,113,Colorado,San Miguel County,12,9,613,284,329
50,8,113,Colorado,San Miguel County,12,10,656,342,314
50,8,113,Colorado,San Miguel County,12,11,648,350,298
50,8,113,Colorado,San Miguel County,12,12,594,311,283
50,8,113,Colorado,San Miguel County,12,13,613,345,268
50,8,113,Colorado,San Miguel County,12,14,576,308,268
50,8,113,Colorado,San Miguel County,12,15,371,203,168
50,8,113,Colorado,San Miguel County,12,16,183,108,75
50,8,113,Colorado,San Miguel County,12,17,68,32,36
50,8,113,Colorado,San Miguel County,12,18,67,38,29
50,8,115,Colorado,Sedgwick County,12,0,2248,1117,1131
50,8,115,Colorado,Sedgwick County,12,1,98,52,46
50,8,115,Colorado,Sedgwick County,12,2,128,69,59
50,8,115,Colorado,Sedgwick County,12,3,129,60,69
50,8,115,Colorado,Sedgwick County,12,4,112,66,46
50,8,115,Colorado,Sedgwick County,12,5,113,56,57
50,8,115,Colorado,Sedgwick County,12,6,110,56,54
50,8,115,Colorado,Sedgwick County,12,7,130,65,65
50,8,115,Colorado,Sedgwick County,12,8,117,47,70
50,8,115,Colorado,Sedgwick County,12,9,124,59,65
50,8,115,Colorado,Sedgwick County,12,10,102,59,43
50,8,115,Colorado,Sedgwick County,12,11,107,51,56
50,8,115,Colorado,Sedgwick County,12,12,161,83,78
50,8,115,Colorado,Sedgwick County,12,13,207,112,95
50,8,115,Colorado,Sedgwick County,12,14,168,78,90
50,8,115,Colorado,Sedgwick County,12,15,151,81,70
50,8,115,Colorado,Sedgwick County,12,16,98,41,57
50,8,115,Colorado,Sedgwick County,12,17,87,44,43
50,8,115,Colorado,Sedgwick County,12,18,106,38,68
50,8,117,Colorado,Summit County,12,0,31011,16958,14053
50,8,117,Colorado,Summit County,12,1,1435,811,624
50,8,117,Colorado,Summit County,12,2,1316,647,669
50,8,117,Colorado,Summit County,12,3,1462,741,721
50,8,117,Colorado,Summit County,12,4,1207,644,563
50,8,117,Colorado,Summit County,12,5,1563,909,654
50,8,117,Colorado,Summit County,12,6,3275,1866,1409
50,8,117,Colorado,Summit County,12,7,2997,1711,1286
50,8,117,Colorado,Summit County,12,8,2459,1398,1061
50,8,117,Colorado,Summit County,12,9,2211,1218,993
50,8,117,Colorado,Summit County,12,10,2273,1299,974
50,8,117,Colorado,Summit County,12,11,2094,1098,996
50,8,117,Colorado,Summit County,12,12,2135,1132,1003
50,8,117,Colorado,Summit County,12,13,2151,1154,997
50,8,117,Colorado,Summit County,12,14,1867,947,920
50,8,117,Colorado,Summit County,12,15,1328,710,618
50,8,117,Colorado,Summit County,12,16,751,416,335
50,8,117,Colorado,Summit County,12,17,306,167,139
50,8,117,Colorado,Summit County,12,18,181,90,91
50,8,119,Colorado,Teller County,12,0,25388,12871,12517
50,8,119,Colorado,Teller County,12,1,998,493,505
50,8,119,Colorado,Teller County,12,2,1176,623,553
50,8,119,Colorado,Teller County,12,3,1317,659,658
50,8,119,Colorado,Teller County,12,4,1232,649,583
50,8,119,Colorado,Teller County,12,5,1051,548,503
50,8,119,Colorado,Teller County,12,6,1169,618,551
50,8,119,Colorado,Teller County,12,7,1256,657,599
50,8,119,Colorado,Teller County,12,8,1353,695,658
50,8,119,Colorado,Teller County,12,9,1289,641,648
50,8,119,Colorado,Teller County,12,10,1592,806,786
50,8,119,Colorado,Teller County,12,11,1797,900,897
50,8,119,Colorado,Teller County,12,12,2547,1223,1324
50,8,119,Colorado,Teller County,12,13,2723,1347,1376
50,8,119,Colorado,Teller County,12,14,2496,1254,1242
50,8,119,Colorado,Teller County,12,15,1706,927,779
50,8,119,Colorado,Teller County,12,16,935,485,450
50,8,119,Colorado,Teller County,12,17,441,219,222
50,8,119,Colorado,Teller County,12,18,310,127,183
50,8,121,Colorado,Washington County,12,0,4908,2559,2349
50,8,121,Colorado,Washington County,12,1,281,144,137
50,8,121,Colorado,Washington County,12,2,298,161,137
50,8,121,Colorado,Washington County,12,3,330,182,148
50,8,121,Colorado,Washington County,12,4,305,160,145
50,8,121,Colorado,Washington County,12,5,236,132,104
50,8,121,Colorado,Washington County,12,6,288,152,136
50,8,121,Colorado,Washington County,12,7,284,154,130
50,8,121,Colorado,Washington County,12,8,320,171,149
50,8,121,Colorado,Washington County,12,9,250,139,111
50,8,121,Colorado,Washington County,12,10,258,143,115
50,8,121,Colorado,Washington County,12,11,287,161,126
50,8,121,Colorado,Washington County,12,12,343,179,164
50,8,121,Colorado,Washington County,12,13,380,177,203
50,8,121,Colorado,Washington County,12,14,334,169,165
50,8,121,Colorado,Washington County,12,15,225,119,106
50,8,121,Colorado,Washington County,12,16,196,103,93
50,8,121,Colorado,Washington County,12,17,132,57,75
50,8,121,Colorado,Washington County,12,18,161,56,105
50,8,123,Colorado,Weld County,12,0,324492,164147,160345
50,8,123,Colorado,Weld County,12,1,23052,11592,11460
50,8,123,Colorado,Weld County,12,2,23462,12017,11445
50,8,123,Colorado,Weld County,12,3,23932,12399,11533
50,8,123,Colorado,Weld County,12,4,23126,11535,11591
50,8,123,Colorado,Weld County,12,5,19729,10049,9680
50,8,123,Colorado,Weld County,12,6,24580,12641,11939
50,8,123,Colorado,Weld County,12,7,25539,13167,12372
50,8,123,Colorado,Weld County,12,8,24308,12801,11507
50,8,123,Colorado,Weld County,12,9,20898,10969,9929
50,8,123,Colorado,Weld County,12,10,20383,10477,9906
50,8,123,Colorado,Weld County,12,11,18430,9381,9049
50,8,123,Colorado,Weld County,12,12,19010,9562,9448
50,8,123,Colorado,Weld County,12,13,17692,8658,9034
50,8,123,Colorado,Weld County,12,14,14763,7082,7681
50,8,123,Colorado,Weld County,12,15,10590,5222,5368
50,8,123,Colorado,Weld County,12,16,6827,3147,3680
50,8,123,Colorado,Weld County,12,17,4254,1912,2342
50,8,123,Colorado,Weld County,12,18,3917,1536,2381
50,8,125,Colorado,Yuma County,12,0,10019,5015,5004
50,8,125,Colorado,Yuma County,12,1,748,389,359
50,8,125,Colorado,Yuma County,12,2,796,416,380
50,8,125,Colorado,Yuma County,12,3,767,357,410
50,8,125,Colorado,Yuma County,12,4,651,351,300
50,8,125,Colorado,Yuma County,12,5,506,254,252
50,8,125,Colorado,Yuma County,12,6,596,320,276
50,8,125,Colorado,Yuma County,12,7,602,302,300
50,8,125,Colorado,Yuma County,12,8,619,301,318
50,8,125,Colorado,Yuma County,12,9,502,272,230
50,8,125,Colorado,Yuma County,12,10,575,296,279
50,8,125,Colorado,Yuma County,12,11,560,306,254
50,8,125,Colorado,Yuma County,12,12,622,307,315
50,8,125,Colorado,Yuma County,12,13,603,316,287
50,8,125,Colorado,Yuma County,12,14,519,240,279
50,8,125,Colorado,Yuma County,12,15,495,230,265
50,8,125,Colorado,Yuma County,12,16,347,159,188
50,8,125,Colorado,Yuma County,12,17,224,95,129
50,8,125,Colorado,Yuma County,12,18,287,104,183
50,9,1,Connecticut,Fairfield County,12,0,943332,459410,483922
50,9,1,Connecticut,Fairfield County,12,1,51199,26264,24935
50,9,1,Connecticut,Fairfield County,12,2,55876,28316,27560
50,9,1,Connecticut,Fairfield County,12,3,63240,32204,31036
50,9,1,Connecticut,Fairfield County,12,4,65702,33233,32469
50,9,1,Connecticut,Fairfield County,12,5,59529,30334,29195
50,9,1,Connecticut,Fairfield County,12,6,53799,27564,26235
50,9,1,Connecticut,Fairfield County,12,7,54671,27163,27508
50,9,1,Connecticut,Fairfield County,12,8,58414,28766,29648
50,9,1,Connecticut,Fairfield County,12,9,58872,28825,30047
50,9,1,Connecticut,Fairfield County,12,10,64348,31265,33083
50,9,1,Connecticut,Fairfield County,12,11,69899,33790,36109
50,9,1,Connecticut,Fairfield County,12,12,71355,34295,37060
50,9,1,Connecticut,Fairfield County,12,13,62477,30209,32268
50,9,1,Connecticut,Fairfield County,12,14,47199,22372,24827
50,9,1,Connecticut,Fairfield County,12,15,37228,16944,20284
50,9,1,Connecticut,Fairfield County,12,16,27288,11945,15343
50,9,1,Connecticut,Fairfield County,12,17,18503,7652,10851
50,9,1,Connecticut,Fairfield County,12,18,23733,8269,15464
50,9,3,Connecticut,Hartford County,12,0,891720,433204,458516
50,9,3,Connecticut,Hartford County,12,1,47735,24411,23324
50,9,3,Connecticut,Hartford County,12,2,50564,25619,24945
50,9,3,Connecticut,Hartford County,12,3,53906,27180,26726
50,9,3,Connecticut,Hartford County,12,4,56962,29271,27691
50,9,3,Connecticut,Hartford County,12,5,56626,28956,27670
50,9,3,Connecticut,Hartford County,12,6,59890,31048,28842
50,9,3,Connecticut,Hartford County,12,7,59408,30084,29324
50,9,3,Connecticut,Hartford County,12,8,58411,28938,29473
50,9,3,Connecticut,Hartford County,12,9,53230,26066,27164
50,9,3,Connecticut,Hartford County,12,10,55391,26601,28790
50,9,3,Connecticut,Hartford County,12,11,60447,29289,31158
50,9,3,Connecticut,Hartford County,12,12,64381,30894,33487
50,9,3,Connecticut,Hartford County,12,13,59267,28322,30945
50,9,3,Connecticut,Hartford County,12,14,47288,21875,25413
50,9,3,Connecticut,Hartford County,12,15,38735,17342,21393
50,9,3,Connecticut,Hartford County,12,16,27401,11906,15495
50,9,3,Connecticut,Hartford County,12,17,18729,7610,11119
50,9,3,Connecticut,Hartford County,12,18,23349,7792,15557
50,9,5,Connecticut,Litchfield County,12,0,180333,89293,91040
50,9,5,Connecticut,Litchfield County,12,1,7447,3798,3649
50,9,5,Connecticut,Litchfield County,12,2,8448,4381,4067
50,9,5,Connecticut,Litchfield County,12,3,9820,5035,4785
50,9,5,Connecticut,Litchfield County,12,4,10422,5451,4971
50,9,5,Connecticut,Litchfield County,12,5,9498,4922,4576
50,9,5,Connecticut,Litchfield County,12,6,9833,5198,4635
50,9,5,Connecticut,Litchfield County,12,7,9515,4873,4642
50,9,5,Connecticut,Litchfield County,12,8,9759,4954,4805
50,9,5,Connecticut,Litchfield County,12,9,9346,4613,4733
50,9,5,Connecticut,Litchfield County,12,10,11346,5500,5846
50,9,5,Connecticut,Litchfield County,12,11,14046,6911,7135
50,9,5,Connecticut,Litchfield County,12,12,15797,7720,8077
50,9,5,Connecticut,Litchfield County,12,13,15402,7586,7816
50,9,5,Connecticut,Litchfield County,12,14,12785,6322,6463
50,9,5,Connecticut,Litchfield County,12,15,10257,4910,5347
50,9,5,Connecticut,Litchfield County,12,16,7233,3393,3840
50,9,5,Connecticut,Litchfield County,12,17,4440,1925,2515
50,9,5,Connecticut,Litchfield County,12,18,4939,1801,3138
50,9,7,Connecticut,Middlesex County,12,0,162436,79060,83376
50,9,7,Connecticut,Middlesex County,12,1,6618,3346,3272
50,9,7,Connecticut,Middlesex County,12,2,7306,3694,3612
50,9,7,Connecticut,Middlesex County,12,3,8317,4240,4077
50,9,7,Connecticut,Middlesex County,12,4,10025,5150,4875
50,9,7,Connecticut,Middlesex County,12,5,10048,5175,4873
50,9,7,Connecticut,Middlesex County,12,6,9379,4845,4534
50,9,7,Connecticut,Middlesex County,12,7,9624,4780,4844
50,9,7,Connecticut,Middlesex County,12,8,9288,4496,4792
50,9,7,Connecticut,Middlesex County,12,9,8468,4216,4252
50,9,7,Connecticut,Middlesex County,12,10,10351,5039,5312
50,9,7,Connecticut,Middlesex County,12,11,12389,6006,6383
50,9,7,Connecticut,Middlesex County,12,12,13785,6679,7106
50,9,7,Connecticut,Middlesex County,12,13,12763,6279,6484
50,9,7,Connecticut,Middlesex County,12,14,10704,5017,5687
50,9,7,Connecticut,Middlesex County,12,15,8657,4071,4586
50,9,7,Connecticut,Middlesex County,12,16,6010,2658,3352
50,9,7,Connecticut,Middlesex County,12,17,3795,1645,2150
50,9,7,Connecticut,Middlesex County,12,18,4909,1724,3185
50,9,9,Connecticut,New Haven County,12,0,854757,412089,442668
50,9,9,Connecticut,New Haven County,12,1,43795,22421,21374
50,9,9,Connecticut,New Haven County,12,2,45864,23570,22294
50,9,9,Connecticut,New Haven County,12,3,49751,25458,24293
50,9,9,Connecticut,New Haven County,12,4,57272,28725,28547
50,9,9,Connecticut,New Haven County,12,5,58082,29120,28962
50,9,9,Connecticut,New Haven County,12,6,58396,29600,28796
50,9,9,Connecticut,New Haven County,12,7,56666,27905,28761
50,9,9,Connecticut,New Haven County,12,8,52727,25709,27018
50,9,9,Connecticut,New Haven County,12,9,48855,23324,25531
50,9,9,Connecticut,New Haven County,12,10,52494,25185,27309
50,9,9,Connecticut,New Haven County,12,11,58404,28062,30342
50,9,9,Connecticut,New Haven County,12,12,62136,29891,32245
50,9,9,Connecticut,New Haven County,12,13,57692,27423,30269
50,9,9,Connecticut,New Haven County,12,14,46833,21771,25062
50,9,9,Connecticut,New Haven County,12,15,38726,17425,21301
50,9,9,Connecticut,New Haven County,12,16,26989,11762,15227
50,9,9,Connecticut,New Haven County,12,17,17675,7251,10424
50,9,9,Connecticut,New Haven County,12,18,22400,7487,14913
50,9,11,Connecticut,New London County,12,0,265206,133006,132200
50,9,11,Connecticut,New London County,12,1,12969,6714,6255
50,9,11,Connecticut,New London County,12,2,13715,7114,6601
50,9,11,Connecticut,New London County,12,3,14740,7435,7305
50,9,11,Connecticut,New London County,12,4,16527,8757,7770
50,9,11,Connecticut,New London County,12,5,19258,11001,8257
50,9,11,Connecticut,New London County,12,6,18053,9984,8069
50,9,11,Connecticut,New London County,12,7,16915,8853,8062
50,9,11,Connecticut,New London County,12,8,15621,7780,7841
50,9,11,Connecticut,New London County,12,9,14222,6962,7260
50,9,11,Connecticut,New London County,12,10,15613,7599,8014
50,9,11,Connecticut,New London County,12,11,18211,8788,9423
50,9,11,Connecticut,New London County,12,12,20367,9965,10402
50,9,11,Connecticut,New London County,12,13,19160,9363,9797
50,9,11,Connecticut,New London County,12,14,15732,7649,8083
50,9,11,Connecticut,New London County,12,15,12786,6097,6689
50,9,11,Connecticut,New London County,12,16,9137,4266,4871
50,9,11,Connecticut,New London County,12,17,5695,2338,3357
50,9,11,Connecticut,New London County,12,18,6485,2341,4144
50,9,13,Connecticut,Tolland County,12,0,150721,75396,75325
50,9,13,Connecticut,Tolland County,12,1,6160,3133,3027
50,9,13,Connecticut,Tolland County,12,2,6806,3598,3208
50,9,13,Connecticut,Tolland County,12,3,7719,3845,3874
50,9,13,Connecticut,Tolland County,12,4,14011,6971,7040
50,9,13,Connecticut,Tolland County,12,5,19335,9664,9671
50,9,13,Connecticut,Tolland County,12,6,8663,4680,3983
50,9,13,Connecticut,Tolland County,12,7,8258,4421,3837
50,9,13,Connecticut,Tolland County,12,8,8354,4354,4000
50,9,13,Connecticut,Tolland County,12,9,7419,3798,3621
50,9,13,Connecticut,Tolland County,12,10,8515,4273,4242
50,9,13,Connecticut,Tolland County,12,11,9858,4762,5096
50,9,13,Connecticut,Tolland County,12,12,10911,5498,5413
50,9,13,Connecticut,Tolland County,12,13,10141,4994,5147
50,9,13,Connecticut,Tolland County,12,14,7846,3798,4048
50,9,13,Connecticut,Tolland County,12,15,6232,2983,3249
50,9,13,Connecticut,Tolland County,12,16,4689,2246,2443
50,9,13,Connecticut,Tolland County,12,17,2745,1225,1520
50,9,13,Connecticut,Tolland County,12,18,3059,1153,1906
50,9,15,Connecticut,Windham County,12,0,116782,57959,58823
50,9,15,Connecticut,Windham County,12,1,5787,2941,2846
50,9,15,Connecticut,Windham County,12,2,6159,3157,3002
50,9,15,Connecticut,Windham County,12,3,6769,3451,3318
50,9,15,Connecticut,Windham County,12,4,7951,4038,3913
50,9,15,Connecticut,Windham County,12,5,7555,3931,3624
50,9,15,Connecticut,Windham County,12,6,7444,3940,3504
50,9,15,Connecticut,Windham County,12,7,7515,3909,3606
50,9,15,Connecticut,Windham County,12,8,7281,3598,3683
50,9,15,Connecticut,Windham County,12,9,6874,3456,3418
50,9,15,Connecticut,Windham County,12,10,7436,3733,3703
50,9,15,Connecticut,Windham County,12,11,8157,4011,4146
50,9,15,Connecticut,Windham County,12,12,9235,4530,4705
50,9,15,Connecticut,Windham County,12,13,8586,4227,4359
50,9,15,Connecticut,Windham County,12,14,6696,3252,3444
50,9,15,Connecticut,Windham County,12,15,5115,2392,2723
50,9,15,Connecticut,Windham County,12,16,3537,1623,1914
50,9,15,Connecticut,Windham County,12,17,2229,963,1266
50,9,15,Connecticut,Windham County,12,18,2456,807,1649
50,10,1,Delaware,Kent County,12,0,180786,87058,93728
50,10,1,Delaware,Kent County,12,1,11159,5559,5600
50,10,1,Delaware,Kent County,12,2,11492,5926,5566
50,10,1,Delaware,Kent County,12,3,11616,5894,5722
50,10,1,Delaware,Kent County,12,4,12216,6100,6116
50,10,1,Delaware,Kent County,12,5,12411,6181,6230
50,10,1,Delaware,Kent County,12,6,12675,6513,6162
50,10,1,Delaware,Kent County,12,7,11908,5852,6056
50,10,1,Delaware,Kent County,12,8,11209,5400,5809
50,10,1,Delaware,Kent County,12,9,10068,4703,5365
50,10,1,Delaware,Kent County,12,10,10171,4746,5425
50,10,1,Delaware,Kent County,12,11,10864,5162,5702
50,10,1,Delaware,Kent County,12,12,12154,5795,6359
50,10,1,Delaware,Kent County,12,13,11220,5169,6051
50,10,1,Delaware,Kent County,12,14,9650,4372,5278
50,10,1,Delaware,Kent County,12,15,8705,3977,4728
50,10,1,Delaware,Kent County,12,16,6205,2757,3448
50,10,1,Delaware,Kent County,12,17,3823,1689,2134
50,10,1,Delaware,Kent County,12,18,3240,1263,1977
50,10,3,Delaware,New Castle County,12,0,558753,270456,288297
50,10,3,Delaware,New Castle County,12,1,31885,16157,15728
50,10,3,Delaware,New Castle County,12,2,32988,16685,16303
50,10,3,Delaware,New Castle County,12,3,33631,16875,16756
50,10,3,Delaware,New Castle County,12,4,37100,18663,18437
50,10,3,Delaware,New Castle County,12,5,34502,17416,17086
50,10,3,Delaware,New Castle County,12,6,40546,20284,20262
50,10,3,Delaware,New Castle County,12,7,40396,20264,20132
50,10,3,Delaware,New Castle County,12,8,36703,18226,18477
50,10,3,Delaware,New Castle County,12,9,33037,16126,16911
50,10,3,Delaware,New Castle County,12,10,34615,16759,17856
50,10,3,Delaware,New Castle County,12,11,37445,17759,19686
50,10,3,Delaware,New Castle County,12,12,39522,18876,20646
50,10,3,Delaware,New Castle County,12,13,36422,17302,19120
50,10,3,Delaware,New Castle County,12,14,29191,13253,15938
50,10,3,Delaware,New Castle County,12,15,23373,10572,12801
50,10,3,Delaware,New Castle County,12,16,16027,6902,9125
50,10,3,Delaware,New Castle County,12,17,10284,4299,5985
50,10,3,Delaware,New Castle County,12,18,11086,4038,7048
50,10,5,Delaware,Sussex County,12,0,234225,113279,120946
50,10,5,Delaware,Sussex County,12,1,11675,5820,5855
50,10,5,Delaware,Sussex County,12,2,11832,6071,5761
50,10,5,Delaware,Sussex County,12,3,12416,6280,6136
50,10,5,Delaware,Sussex County,12,4,10902,5663,5239
50,10,5,Delaware,Sussex County,12,5,10241,5379,4862
50,10,5,Delaware,Sussex County,12,6,12090,6225,5865
50,10,5,Delaware,Sussex County,12,7,11465,5605,5860
50,10,5,Delaware,Sussex County,12,8,11462,5690,5772
50,10,5,Delaware,Sussex County,12,9,10622,5216,5406
50,10,5,Delaware,Sussex County,12,10,11899,5741,6158
50,10,5,Delaware,Sussex County,12,11,13887,6704,7183
50,10,5,Delaware,Sussex County,12,12,17639,8127,9512
50,10,5,Delaware,Sussex County,12,13,20773,9329,11444
50,10,5,Delaware,Sussex County,12,14,22581,10607,11974
50,10,5,Delaware,Sussex County,12,15,19358,9231,10127
50,10,5,Delaware,Sussex County,12,16,12420,5981,6439
50,10,5,Delaware,Sussex County,12,17,7035,3313,3722
50,10,5,Delaware,Sussex County,12,18,5928,2297,3631
50,11,1,District of Columbia,District of Columbia,12,0,705749,334711,371038
50,11,1,District of Columbia,District of Columbia,12,1,45368,23092,22276
50,11,1,District of Columbia,District of Columbia,12,2,38177,19507,18670
50,11,1,District of Columbia,District of Columbia,12,3,29221,14614,14607
50,11,1,District of Columbia,District of Columbia,12,4,36571,17400,19171
50,11,1,District of Columbia,District of Columbia,12,5,51397,22967,28430
50,11,1,District of Columbia,District of Columbia,12,6,82514,38036,44478
50,11,1,District of Columbia,District of Columbia,12,7,82027,39281,42746
50,11,1,District of Columbia,District of Columbia,12,8,63808,31056,32752
50,11,1,District of Columbia,District of Columbia,12,9,45161,22366,22795
50,11,1,District of Columbia,District of Columbia,12,10,38462,19288,19174
50,11,1,District of Columbia,District of Columbia,12,11,35824,17846,17978
50,11,1,District of Columbia,District of Columbia,12,12,36628,18062,18566
50,11,1,District of Columbia,District of Columbia,12,13,33248,15458,17790
50,11,1,District of Columbia,District of Columbia,12,14,28255,12251,16004
50,11,1,District of Columbia,District of Columbia,12,15,21964,9382,12582
50,11,1,District of Columbia,District of Columbia,12,16,15010,6121,8889
50,11,1,District of Columbia,District of Columbia,12,17,9872,3880,5992
50,11,1,District of Columbia,District of Columbia,12,18,12242,4104,8138
50,12,1,Florida,Alachua County,12,0,269043,129680,139363
50,12,1,Florida,Alachua County,12,1,13818,6959,6859
50,12,1,Florida,Alachua County,12,2,13879,7073,6806
50,12,1,Florida,Alachua County,12,3,13213,6670,6543
50,12,1,Florida,Alachua County,12,4,21383,10094,11289
50,12,1,Florida,Alachua County,12,5,40970,19950,21020
50,12,1,Florida,Alachua County,12,6,23193,11601,11592
50,12,1,Florida,Alachua County,12,7,18554,9241,9313
50,12,1,Florida,Alachua County,12,8,16310,8233,8077
50,12,1,Florida,Alachua County,12,9,13812,6744,7068
50,12,1,Florida,Alachua County,12,10,13110,6476,6634
50,12,1,Florida,Alachua County,12,11,12776,6123,6653
50,12,1,Florida,Alachua County,12,12,14353,6692,7661
50,12,1,Florida,Alachua County,12,13,14400,6548,7852
50,12,1,Florida,Alachua County,12,14,13283,6027,7256
50,12,1,Florida,Alachua County,12,15,10365,4714,5651
50,12,1,Florida,Alachua County,12,16,6854,3161,3693
50,12,1,Florida,Alachua County,12,17,4227,1705,2522
50,12,1,Florida,Alachua County,12,18,4543,1669,2874
50,12,3,Florida,Baker County,12,0,29210,15365,13845
50,12,3,Florida,Baker County,12,1,1810,888,922
50,12,3,Florida,Baker County,12,2,1976,1031,945
50,12,3,Florida,Baker County,12,3,1988,1048,940
50,12,3,Florida,Baker County,12,4,1830,919,911
50,12,3,Florida,Baker County,12,5,1741,1018,723
50,12,3,Florida,Baker County,12,6,2240,1331,909
50,12,3,Florida,Baker County,12,7,2135,1186,949
50,12,3,Florida,Baker County,12,8,2009,1079,930
50,12,3,Florida,Baker County,12,9,1854,1007,847
50,12,3,Florida,Baker County,12,10,1977,1133,844
50,12,3,Florida,Baker County,12,11,1896,999,897
50,12,3,Florida,Baker County,12,12,1925,1015,910
50,12,3,Florida,Baker County,12,13,1712,851,861
50,12,3,Florida,Baker County,12,14,1378,653,725
50,12,3,Florida,Baker County,12,15,1078,499,579
50,12,3,Florida,Baker County,12,16,751,329,422
50,12,3,Florida,Baker County,12,17,503,224,279
50,12,3,Florida,Baker County,12,18,407,155,252
50,12,5,Florida,Bay County,12,0,174705,86622,88083
50,12,5,Florida,Bay County,12,1,9997,5099,4898
50,12,5,Florida,Bay County,12,2,10003,5056,4947
50,12,5,Florida,Bay County,12,3,10172,5136,5036
50,12,5,Florida,Bay County,12,4,9235,4700,4535
50,12,5,Florida,Bay County,12,5,9554,5209,4345
50,12,5,Florida,Bay County,12,6,11796,6145,5651
50,12,5,Florida,Bay County,12,7,11682,5958,5724
50,12,5,Florida,Bay County,12,8,11204,5702,5502
50,12,5,Florida,Bay County,12,9,10201,5180,5021
50,12,5,Florida,Bay County,12,10,10796,5324,5472
50,12,5,Florida,Bay County,12,11,11459,5704,5755
50,12,5,Florida,Bay County,12,12,13673,6740,6933
50,12,5,Florida,Bay County,12,13,12398,5776,6622
50,12,5,Florida,Bay County,12,14,10450,4911,5539
50,12,5,Florida,Bay County,12,15,8556,4023,4533
50,12,5,Florida,Bay County,12,16,5836,2687,3149
50,12,5,Florida,Bay County,12,17,3806,1634,2172
50,12,5,Florida,Bay County,12,18,3887,1638,2249
50,12,7,Florida,Bradford County,12,0,28201,15692,12509
50,12,7,Florida,Bradford County,12,1,1482,782,700
50,12,7,Florida,Bradford County,12,2,1539,822,717
50,12,7,Florida,Bradford County,12,3,1551,782,769
50,12,7,Florida,Bradford County,12,4,1413,716,697
50,12,7,Florida,Bradford County,12,5,1737,1112,625
50,12,7,Florida,Bradford County,12,6,2413,1584,829
50,12,7,Florida,Bradford County,12,7,2021,1288,733
50,12,7,Florida,Bradford County,12,8,2011,1277,734
50,12,7,Florida,Bradford County,12,9,1762,1098,664
50,12,7,Florida,Bradford County,12,10,1833,1122,711
50,12,7,Florida,Bradford County,12,11,1715,1011,704
50,12,7,Florida,Bradford County,12,12,1889,983,906
50,12,7,Florida,Bradford County,12,13,1771,864,907
50,12,7,Florida,Bradford County,12,14,1506,745,761
50,12,7,Florida,Bradford County,12,15,1320,579,741
50,12,7,Florida,Bradford County,12,16,1032,465,567
50,12,7,Florida,Bradford County,12,17,600,256,344
50,12,7,Florida,Bradford County,12,18,606,206,400
50,12,9,Florida,Brevard County,12,0,601942,294384,307558
50,12,9,Florida,Brevard County,12,1,27397,13979,13418
50,12,9,Florida,Brevard County,12,2,29991,15386,14605
50,12,9,Florida,Brevard County,12,3,32093,16363,15730
