SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
50,1,1,Alabama,Autauga County,12,0,55869,27092,28777
50,1,1,Alabama,Autauga County,12,1,3277,1713,1564
50,1,1,Alabama,Autauga County,12,2,3465,1787,1678
50,1,1,Alabama,Autauga County,12,3,3851,1977,1874
50,1,1,Alabama,Autauga County,12,4,3659,1854,1805
50,1,1,Alabama,Autauga County,12,5,3178,1634,1544
50,1,1,Alabama,Autauga County,12,6,3799,1858,1941
50,1,1,Alabama,Autauga County,12,7,3533,1730,1803
50,1,1,Alabama,Autauga County,12,8,3661,1762,1899
50,1,1,Alabama,Autauga County,12,9,3604,1679,1925
50,1,1,Alabama,Autauga County,12,10,3877,1874,2003
50,1,1,Alabama,Autauga County,12,11,3775,1853,1922
50,1,1,Alabama,Autauga County,12,12,3896,1895,2001
50,1,1,Alabama,Autauga County,12,13,3370,1563,1807
50,1,1,Alabama,Autauga County,12,14,2683,1296,1387
50,1,1,Alabama,Autauga County,12,15,2330,1017,1313
50,1,1,Alabama,Autauga County,12,16,1796,743,1053
50,1,1,Alabama,Autauga County,12,17,1179,498,681
50,1,1,Alabama,Autauga County,12,18,936,359,577
50,1,3,Alabama,Baldwin County,12,0,223234,108247,114987
50,1,3,Alabama,Baldwin County,12,1,12039,6249,5790
50,1,3,Alabama,Baldwin County,12,2,13066,6728,6338
50,1,3,Alabama,Baldwin County,12,3,14079,7107,6972
50,1,3,Alabama,Baldwin County,12,4,13084,6579,6505
50,1,3,Alabama,Baldwin County,12,5,11091,5601,5490
50,1,3,Alabama,Baldwin County,12,6,12618,6241,6377
50,1,3,Alabama,Baldwin County,12,7,12551,6131,6420
50,1,3,Alabama,Baldwin County,12,8,13446,6551,6895
50,1,3,Alabama,Baldwin County,12,9,13224,6361,6863
50,1,3,Alabama,Baldwin County,12,10,14472,6957,7515
50,1,3,Alabama,Baldwin County,12,11,14319,6888,7431
50,1,3,Alabama,Baldwin County,12,12,16267,7724,8543
50,1,3,Alabama,Baldwin County,12,13,16148,7403,8745
50,1,3,Alabama,Baldwin County,12,14,14881,6916,7965
50,1,3,Alabama,Baldwin County,12,15,13163,6285,6878
50,1,3,Alabama,Baldwin County,12,16,9043,4219,4824
50,1,3,Alabama,Baldwin County,12,17,5297,2470,2827
50,1,3,Alabama,Baldwin County,12,18,4446,1837,2609
50,1,5,Alabama,Barbour County,12,0,24686,13064,11622
50,1,5,Alabama,Barbour County,12,1,1309,684,625
50,1,5,Alabama,Barbour County,12,2,1408,684,724
50,1,5,Alabama,Barbour County,12,3,1476,740,736
50,1,5,Alabama,Barbour County,12,4,1402,739,663
50,1,5,Alabama,Barbour County,12,5,1487,889,598
50,1,5,Alabama,Barbour County,12,6,1785,1141,644
50,1,5,Alabama,Barbour County,12,7,1669,1010,659
50,1,5,Alabama,Barbour County,12,8,1545,911,634
50,1,5,Alabama,Barbour County,12,9,1413,864,549
50,1,5,Alabama,Barbour County,12,10,1578,898,680
50,1,5,Alabama,Barbour County,12,11,1504,804,700
50,1,5,Alabama,Barbour County,12,12,1709,846,863
50,1,5,Alabama,Barbour County,12,13,1540,757,783
50,1,5,Alabama,Barbour County,12,14,1501,691,810
50,1,5,Alabama,Barbour County,12,15,1365,610,755
50,1,5,Alabama,Barbour County,12,16,939,410,529
50,1,5,Alabama,Barbour County,12,17,587,234,353
50,1,5,Alabama,Barbour County,12,18,469,152,317
50,1,7,Alabama,Bibb County,12,0,22394,11929,10465
50,1,7,Alabama,Bibb County,12,1,1246,622,624
50,1,7,Alabama,Bibb County,12,2,1198,631,567
50,1,7,Alabama,Bibb County,12,3,1269,667,602
50,1,7,Alabama,Bibb County,12,4,1279,700,579
50,1,7,Alabama,Bibb County,12,5,1333,774,559
50,1,7,Alabama,Bibb County,12,6,1726,1015,711
50,1,7,Alabama,Bibb County,12,7,1609,952,657
50,1,7,Alabama,Bibb County,12,8,1532,914,618
50,1,7,Alabama,Bibb County,12,9,1411,790,621
50,1,7,Alabama,Bibb County,12,10,1622,911,711
50,1,7,Alabama,Bibb County,12,11,1530,809,721
50,1,7,Alabama,Bibb County,12,12,1516,797,719
50,1,7,Alabama,Bibb County,12,13,1390,680,710
50,1,7,Alabama,Bibb County,12,14,1156,573,583
50,1,7,Alabama,Bibb County,12,15,1030,487,543
50,1,7,Alabama,Bibb County,12,16,712,312,400
50,1,7,Alabama,Bibb County,12,17,446,172,274
50,1,7,Alabama,Bibb County,12,18,389,123,266
50,1,9,Alabama,Blount County,12,0,57826,28472,29354
50,1,9,Alabama,Blount County,12,1,3438,1702,1736
50,1,9,Alabama,Blount County,12,2,3639,1857,1782
50,1,9,Alabama,Blount County,12,3,3858,1911,1947
50,1,9,Alabama,Blount County,12,4,3587,1861,1726
50,1,9,Alabama,Blount County,12,5,3193,1652,1541
50,1,9,Alabama,Blount County,12,6,3590,1817,1773
50,1,9,Alabama,Blount County,12,7,3359,1675,1684
50,1,9,Alabama,Blount County,12,8,3524,1727,1797
50,1,9,Alabama,Blount County,12,9,3468,1726,1742
50,1,9,Alabama,Blount County,12,10,3868,1939,1929
50,1,9,Alabama,Blount County,12,11,3842,1902,1940
50,1,9,Alabama,Blount County,12,12,3986,2008,1978
50,1,9,Alabama,Blount County,12,13,3660,1792,1868
50,1,9,Alabama,Blount County,12,14,3311,1606,1705
50,1,9,Alabama,Blount County,12,15,3038,1398,1640
50,1,9,Alabama,Blount County,12,16,2049,901,1148
50,1,9,Alabama,Blount County,12,17,1316,602,714
50,1,9,Alabama,Blount County,12,18,1100,396,704
50,1,11,Alabama,Bullock County,12,0,10101,5508,4593
50,1,11,Alabama,Bullock County,12,1,565,269,296
50,1,11,Alabama,Bullock County,12,2,613,305,308
50,1,11,Alabama,Bullock County,12,3,616,345,271
50,1,11,Alabama,Bullock County,12,4,521,271,250
50,1,11,Alabama,Bullock County,12,5,602,352,250
50,1,11,Alabama,Bullock County,12,6,761,489,272
50,1,11,Alabama,Bullock County,12,7,713,443,270
50,1,11,Alabama,Bullock County,12,8,732,446,286
50,1,11,Alabama,Bullock County,12,9,662,390,272
50,1,11,Alabama,Bullock County,12,10,617,391,226
50,1,11,Alabama,Bullock County,12,11,578,325,253
50,1,11,Alabama,Bullock County,12,12,715,368,347
50,1,11,Alabama,Bullock County,12,13,695,358,337
50,1,11,Alabama,Bullock County,12,14,566,288,278
50,1,11,Alabama,Bullock County,12,15,431,179,252
50,1,11,Alabama,Bullock County,12,16,292,130,162
50,1,11,Alabama,Bullock County,12,17,231,97,134
50,1,11,Alabama,Bullock County,12,18,191,62,129
50,1,13,Alabama,Butler County,12,0,19448,9024,10424
50,1,13,Alabama,Butler County,12,1,1100,562,538
50,1,13,Alabama,Butler County,12,2,1180,612,568
50,1,13,Alabama,Butler County,12,3,1263,663,600
50,1,13,Alabama,Butler County,12,4,1149,625,524
50,1,13,Alabama,Butler County,12,5,1097,549,548
50,1,13,Alabama,Butler County,12,6,1136,580,556
50,1,13,Alabama,Butler County,12,7,1083,464,619
50,1,13,Alabama,Butler County,12,8,1244,584,660
50,1,13,Alabama,Butler County,12,9,1124,476,648
50,1,13,Alabama,Butler County,12,10,1169,532,637
50,1,13,Alabama,Butler County,12,11,1092,476,616
50,1,13,Alabama,Butler County,12,12,1341,582,759
50,1,13,Alabama,Butler County,12,13,1421,690,731
50,1,13,Alabama,Butler County,12,14,1263,546,717
50,1,13,Alabama,Butler County,12,15,982,452,530
50,1,13,Alabama,Butler County,12,16,714,307,407
50,1,13,Alabama,Butler County,12,17,529,197,332
50,1,13,Alabama,Butler County,12,18,561,127,434
50,1,15,Alabama,Calhoun County,12,0,113605,54481,59124
50,1,15,Alabama,Calhoun County,12,1,6568,3321,3247
50,1,15,Alabama,Calhoun County,12,2,6432,3226,3206
50,1,15,Alabama,Calhoun County,12,3,7118,3715,3403
50,1,15,Alabama,Calhoun County,12,4,7430,3784,3646
50,1,15,Alabama,Calhoun County,12,5,7180,3548,3632
50,1,15,Alabama,Calhoun County,12,6,7923,3904,4019
50,1,15,Alabama,Calhoun County,12,7,7046,3388,3658
50,1,15,Alabama,Calhoun County,12,8,6885,3320,3565
50,1,15,Alabama,Calhoun County,12,9,6760,3285,3475
50,1,15,Alabama,Calhoun County,12,10,6784,3301,3483
50,1,15,Alabama,Calhoun County,12,11,7124,3438,3686
50,1,15,Alabama,Calhoun County,12,12,7937,3806,4131
50,1,15,Alabama,Calhoun County,12,13,7871,3684,4187
50,1,15,Alabama,Calhoun County,12,14,6796,3089,3707
50,1,15,Alabama,Calhoun County,12,15,5504,2472,3032
50,1,15,Alabama,Calhoun County,12,16,3788,1655,2133
50,1,15,Alabama,Calhoun County,12,17,2334,906,1428
50,1,15,Alabama,Calhoun County,12,18,2125,639,1486
50,1,17,Alabama,Chambers County,12,0,33254,15895,17359
50,1,17,Alabama,Chambers County,12,1,1882,964,918
50,1,17,Alabama,Chambers County,12,2,1935,953,982
50,1,17,Alabama,Chambers County,12,3,1957,996,961
50,1,17,Alabama,Chambers County,12,4,1818,975,843
50,1,17,Alabama,Chambers County,12,5,1883,960,923
50,1,17,Alabama,Chambers County,12,6,2371,1171,1200
50,1,17,Alabama,Chambers County,12,7,1857,888,969
50,1,17,Alabama,Chambers County,12,8,1791,849,942
50,1,17,Alabama,Chambers County,12,9,1855,879,976
50,1,17,Alabama,Chambers County,12,10,2149,1014,1135
50,1,17,Alabama,Chambers County,12,11,2196,1067,1129
50,1,17,Alabama,Chambers County,12,12,2458,1193,1265
50,1,17,Alabama,Chambers County,12,13,2387,1122,1265
50,1,17,Alabama,Chambers County,12,14,2119,984,1135
50,1,17,Alabama,Chambers County,12,15,1792,808,984
50,1,17,Alabama,Chambers County,12,16,1293,551,742
50,1,17,Alabama,Chambers County,12,17,743,309,434
50,1,17,Alabama,Chambers County,12,18,768,212,556
50,1,19,Alabama,Cherokee County,12,0,26196,12926,13270
50,1,19,Alabama,Cherokee County,12,1,1213,583,630
50,1,19,Alabama,Cherokee County,12,2,1324,701,623
50,1,19,Alabama,Cherokee County,12,3,1489,761,728
50,1,19,Alabama,Cherokee County,12,4,1473,720,753
50,1,19,Alabama,Cherokee County,12,5,1299,658,641
50,1,19,Alabama,Cherokee County,12,6,1521,802,719
50,1,19,Alabama,Cherokee County,12,7,1289,628,661
50,1,19,Alabama,Cherokee County,12,8,1278,617,661
50,1,19,Alabama,Cherokee County,12,9,1418,712,706
50,1,19,Alabama,Cherokee County,12,10,1726,868,858
50,1,19,Alabama,Cherokee County,12,11,1826,940,886
50,1,19,Alabama,Cherokee County,12,12,1984,978,1006
50,1,19,Alabama,Cherokee County,12,13,2192,1075,1117
50,1,19,Alabama,Cherokee County,12,14,1844,914,930
50,1,19,Alabama,Cherokee County,12,15,1763,859,904
50,1,19,Alabama,Cherokee County,12,16,1221,554,667
50,1,19,Alabama,Cherokee County,12,17,759,347,412
50,1,19,Alabama,Cherokee County,12,18,577,209,368
50,1,21,Alabama,Chilton County,12,0,44428,21800,22628
50,1,21,Alabama,Chilton County,12,1,2711,1378,1333
50,1,21,Alabama,Chilton County,12,2,2984,1472,1512
50,1,21,Alabama,Chilton County,12,3,3036,1497,1539
50,1,21,Alabama,Chilton County,12,4,2841,1434,1407
50,1,21,Alabama,Chilton County,12,5,2502,1283,1219
50,1,21,Alabama,Chilton County,12,6,2989,1506,1483
50,1,21,Alabama,Chilton County,12,7,2633,1311,1322
50,1,21,Alabama,Chilton County,12,8,2652,1316,1336
50,1,21,Alabama,Chilton County,12,9,2790,1346,1444
50,1,21,Alabama,Chilton County,12,10,2857,1458,1399
50,1,21,Alabama,Chilton County,12,11,2888,1449,1439
50,1,21,Alabama,Chilton County,12,12,3033,1505,1528
50,1,21,Alabama,Chilton County,12,13,2912,1387,1525
50,1,21,Alabama,Chilton County,12,14,2497,1183,1314
50,1,21,Alabama,Chilton County,12,15,2054,931,1123
50,1,21,Alabama,Chilton County,12,16,1401,658,743
50,1,21,Alabama,Chilton County,12,17,835,361,474
50,1,21,Alabama,Chilton County,12,18,813,325,488
50,1,23,Alabama,Choctaw County,12,0,12589,5938,6651
50,1,23,Alabama,Choctaw County,12,1,662,338,324
50,1,23,Alabama,Choctaw County,12,2,630,305,325
50,1,23,Alabama,Choctaw County,12,3,718,379,339
50,1,23,Alabama,Choctaw County,12,4,728,391,337
50,1,23,Alabama,Choctaw County,12,5,650,300,350
50,1,23,Alabama,Choctaw County,12,6,729,370,359
50,1,23,Alabama,Choctaw County,12,7,580,271,309
50,1,23,Alabama,Choctaw County,12,8,659,298,361
50,1,23,Alabama,Choctaw County,12,9,688,319,369
50,1,23,Alabama,Choctaw County,12,10,755,348,407
50,1,23,Alabama,Choctaw County,12,11,853,404,449
50,1,23,Alabama,Choctaw County,12,12,998,481,517
50,1,23,Alabama,Choctaw County,12,13,970,452,518
50,1,23,Alabama,Choctaw County,12,14,855,370,485
50,1,23,Alabama,Choctaw County,12,15,796,349,447
50,1,23,Alabama,Choctaw County,12,16,593,278,315
50,1,23,Alabama,Choctaw County,12,17,376,149,227
50,1,23,Alabama,Choctaw County,12,18,349,136,213
50,1,25,Alabama,Clarke County,12,0,23622,11153,12469
50,1,25,Alabama,Clarke County,12,1,1371,673,698
50,1,25,Alabama,Clarke County,12,2,1320,674,646
50,1,25,Alabama,Clarke County,12,3,1405,729,676
50,1,25,Alabama,Clarke County,12,4,1488,736,752
50,1,25,Alabama,Clarke County,12,5,1423,691,732
50,1,25,Alabama,Clarke County,12,6,1511,758,753
50,1,25,Alabama,Clarke County,12,7,1163,542,621
50,1,25,Alabama,Clarke County,12,8,1344,623,721
50,1,25,Alabama,Clarke County,12,9,1334,621,713
50,1,25,Alabama,Clarke County,12,10,1470,678,792
50,1,25,Alabama,Clarke County,12,11,1556,729,827
50,1,25,Alabama,Clarke County,12,12,1742,827,915
50,1,25,Alabama,Clarke County,12,13,1652,758,894
50,1,25,Alabama,Clarke County,12,14,1373,644,729
50,1,25,Alabama,Clarke County,12,15,1267,591,676
50,1,25,Alabama,Clarke County,12,16,984,425,559
50,1,25,Alabama,Clarke County,12,17,657,285,372
50,1,25,Alabama,Clarke County,12,18,562,169,393
50,1,27,Alabama,Clay County,12,0,13235,6447,6788
50,1,27,Alabama,Clay County,12,1,700,365,335
50,1,27,Alabama,Clay County,12,2,738,377,361
50,1,27,Alabama,Clay County,12,3,782,412,370
50,1,27,Alabama,Clay County,12,4,736,402,334
50,1,27,Alabama,Clay County,12,5,766,388,378
50,1,27,Alabama,Clay County,12,6,750,349,401
50,1,27,Alabama,Clay County,12,7,699,308,391
50,1,27,Alabama,Clay County,12,8,771,388,383
50,1,27,Alabama,Clay County,12,9,724,349,375
50,1,27,Alabama,Clay County,12,10,868,424,444
50,1,27,Alabama,Clay County,12,11,945,476,469
50,1,27,Alabama,Clay County,12,12,1029,509,520
50,1,27,Alabama,Clay County,12,13,942,461,481
50,1,27,Alabama,Clay County,12,14,845,400,445
50,1,27,Alabama,Clay County,12,15,677,319,358
50,1,27,Alabama,Clay County,12,16,564,255,309
50,1,27,Alabama,Clay County,12,17,389,151,238
50,1,27,Alabama,Clay County,12,18,310,114,196
50,1,29,Alabama,Cleburne County,12,0,14910,7340,7570
50,1,29,Alabama,Cleburne County,12,1,897,459,438
50,1,29,Alabama,Cleburne County,12,2,935,475,460
50,1,29,Alabama,Cleburne County,12,3,953,479,474
50,1,29,Alabama,Cleburne County,12,4,887,495,392
50,1,29,Alabama,Cleburne County,12,5,742,373,369
50,1,29,Alabama,Cleburne County,12,6,925,471,454
50,1,29,Alabama,Cleburne County,12,7,812,407,405
50,1,29,Alabama,Cleburne County,12,8,867,421,446
50,1,29,Alabama,Cleburne County,12,9,822,418,404
50,1,29,Alabama,Cleburne County,12,10,1066,536,530
50,1,29,Alabama,Cleburne County,12,11,992,499,493
50,1,29,Alabama,Cleburne County,12,12,1112,552,560
50,1,29,Alabama,Cleburne County,12,13,892,414,478
50,1,29,Alabama,Cleburne County,12,14,915,451,464
50,1,29,Alabama,Cleburne County,12,15,843,378,465
50,1,29,Alabama,Cleburne County,12,16,591,266,325
50,1,29,Alabama,Cleburne County,12,17,319,143,176
50,1,29,Alabama,Cleburne County,12,18,340,103,237
50,1,31,Alabama,Coffee County,12,0,52342,25742,26600
50,1,31,Alabama,Coffee County,12,1,3195,1676,1519
50,1,31,Alabama,Coffee County,12,2,3426,1754,1672
50,1,31,Alabama,Coffee County,12,3,3651,1839,1812
50,1,31,Alabama,Coffee County,12,4,3300,1699,1601
50,1,31,Alabama,Coffee County,12,5,3027,1596,1431
50,1,31,Alabama,Coffee County,12,6,3301,1660,1641
50,1,31,Alabama,Coffee County,12,7,3280,1663,1617
50,1,31,Alabama,Coffee County,12,8,3432,1693,1739
50,1,31,Alabama,Coffee County,12,9,3289,1659,1630
50,1,31,Alabama,Coffee County,12,10,3519,1750,1769
50,1,31,Alabama,Coffee County,12,11,3334,1641,1693
50,1,31,Alabama,Coffee County,12,12,3292,1681,1611
50,1,31,Alabama,Coffee County,12,13,3265,1490,1775
50,1,31,Alabama,Coffee County,12,14,2796,1309,1487
50,1,31,Alabama,Coffee County,12,15,2508,1178,1330
50,1,31,Alabama,Coffee County,12,16,1621,679,942
50,1,31,Alabama,Coffee County,12,17,1125,447,678
50,1,31,Alabama,Coffee County,12,18,981,328,653
50,1,33,Alabama,Colbert County,12,0,55241,26408,28833
50,1,33,Alabama,Colbert County,12,1,3133,1559,1574
50,1,33,Alabama,Colbert County,12,2,3202,1607,1595
50,1,33,Alabama,Colbert County,12,3,3319,1656,1663
50,1,33,Alabama,Colbert County,12,4,3032,1533,1499
50,1,33,Alabama,Colbert County,12,5,3078,1535,1543
50,1,33,Alabama,Colbert County,12,6,3814,1912,1902
50,1,33,Alabama,Colbert County,12,7,3371,1656,1715
50,1,33,Alabama,Colbert County,12,8,3238,1553,1685
50,1,33,Alabama,Colbert County,12,9,3140,1521,1619
50,1,33,Alabama,Colbert County,12,10,3465,1639,1826
50,1,33,Alabama,Colbert County,12,11,3623,1759,1864
50,1,33,Alabama,Colbert County,12,12,3900,1868,2032
50,1,33,Alabama,Colbert County,12,13,3861,1811,2050
50,1,33,Alabama,Colbert County,12,14,3414,1582,1832
50,1,33,Alabama,Colbert County,12,15,2825,1263,1562
50,1,33,Alabama,Colbert County,12,16,2148,906,1242
50,1,33,Alabama,Colbert County,12,17,1414,564,850
50,1,33,Alabama,Colbert County,12,18,1264,484,780
50,1,35,Alabama,Conecuh County,12,0,12067,5758,6309
50,1,35,Alabama,Conecuh County,12,1,640,304,336
50,1,35,Alabama,Conecuh County,12,2,720,346,374
50,1,35,Alabama,Conecuh County,12,3,687,348,339
50,1,35,Alabama,Conecuh County,12,4,681,344,337
50,1,35,Alabama,Conecuh County,12,5,636,330,306
50,1,35,Alabama,Conecuh County,12,6,696,337,359
50,1,35,Alabama,Conecuh County,12,7,622,315,307
50,1,35,Alabama,Conecuh County,12,8,632,289,343
50,1,35,Alabama,Conecuh County,12,9,635,286,349
50,1,35,Alabama,Conecuh County,12,10,685,296,389
50,1,35,Alabama,Conecuh County,12,11,755,368,387
50,1,35,Alabama,Conecuh County,12,12,917,438,479
50,1,35,Alabama,Conecuh County,12,13,929,455,474
50,1,35,Alabama,Conecuh County,12,14,790,366,424
50,1,35,Alabama,Conecuh County,12,15,812,393,419
50,1,35,Alabama,Conecuh County,12,16,538,244,294
50,1,35,Alabama,Conecuh County,12,17,375,170,205
50,1,35,Alabama,Conecuh County,12,18,317,129,188
50,1,37,Alabama,Coosa County,12,0,10663,5335,5328
50,1,37,Alabama,Coosa County,12,1,463,232,231
50,1,37,Alabama,Coosa County,12,2,464,255,209
50,1,37,Alabama,Coosa County,12,3,517,257,260
50,1,37,Alabama,Coosa County,12,4,478,251,227
50,1,37,Alabama,Coosa County,12,5,526,269,257
50,1,37,Alabama,Coosa County,12,6,598,341,257
50,1,37,Alabama,Coosa County,12,7,509,257,252
50,1,37,Alabama,Coosa County,12,8,508,250,258
50,1,37,Alabama,Coosa County,12,9,571,286,285
50,1,37,Alabama,Coosa County,12,10,775,361,414
50,1,37,Alabama,Coosa County,12,11,780,399,381
50,1,37,Alabama,Coosa County,12,12,935,449,486
50,1,37,Alabama,Coosa County,12,13,971,512,459
50,1,37,Alabama,Coosa County,12,14,805,408,397
50,1,37,Alabama,Coosa County,12,15,676,304,372
50,1,37,Alabama,Coosa County,12,16,511,261,250
50,1,37,Alabama,Coosa County,12,17,302,137,165
50,1,37,Alabama,Coosa County,12,18,274,106,168
50,1,39,Alabama,Covington County,12,0,37049,17927,19122
50,1,39,Alabama,Covington County,12,1,2199,1113,1086
50,1,39,Alabama,Covington County,12,2,2291,1189,1102
50,1,39,Alabama,Covington County,12,3,2277,1157,1120
50,1,39,Alabama,Covington County,12,4,2104,1095,1009
50,1,39,Alabama,Covington County,12,5,1877,938,939
50,1,39,Alabama,Covington County,12,6,2281,1182,1099
50,1,39,Alabama,Covington County,12,7,2067,994,1073
50,1,39,Alabama,Covington County,12,8,2056,969,1087
50,1,39,Alabama,Covington County,12,9,1981,956,1025
50,1,39,Alabama,Covington County,12,10,2235,1119,1116
50,1,39,Alabama,Covington County,12,11,2300,1117,1183
50,1,39,Alabama,Covington County,12,12,2710,1313,1397
50,1,39,Alabama,Covington County,12,13,2751,1344,1407
50,1,39,Alabama,Covington County,12,14,2280,1083,1197
50,1,39,Alabama,Covington County,12,15,2105,988,1117
50,1,39,Alabama,Covington County,12,16,1519,671,848
50,1,39,Alabama,Covington County,12,17,1035,385,650
50,1,39,Alabama,Covington County,12,18,981,314,667
50,1,41,Alabama,Crenshaw County,12,0,13772,6685,7087
50,1,41,Alabama,Crenshaw County,12,1,791,409,382
50,1,41,Alabama,Crenshaw County,12,2,887,484,403
50,1,41,Alabama,Crenshaw County,12,3,889,440,449
50,1,41,Alabama,Crenshaw County,12,4,859,464,395
50,1,41,Alabama,Crenshaw County,12,5,750,365,385
50,1,41,Alabama,Crenshaw County,12,6,867,419,448
50,1,41,Alabama,Crenshaw County,12,7,778,379,399
50,1,41,Alabama,Crenshaw County,12,8,759,364,395
50,1,41,Alabama,Crenshaw County,12,9,774,393,381
50,1,41,Alabama,Crenshaw County,12,10,890,417,473
50,1,41,Alabama,Crenshaw County,12,11,858,391,467
50,1,41,Alabama,Crenshaw County,12,12,1005,514,491
50,1,41,Alabama,Crenshaw County,12,13,994,499,495
50,1,41,Alabama,Crenshaw County,12,14,833,385,448
50,1,41,Alabama,Crenshaw County,12,15,784,338,446
50,1,41,Alabama,Crenshaw County,12,16,443,212,231
50,1,41,Alabama,Crenshaw County,12,17,303,114,189
50,1,41,Alabama,Crenshaw County,12,18,308,98,210
50,1,43,Alabama,Cullman County,12,0,83768,41408,42360
50,1,43,Alabama,Cullman County,12,1,5176,2614,2562
50,1,43,Alabama,Cullman County,12,2,5215,2611,2604
50,1,43,Alabama,Cullman County,12,3,5213,2682,2531
50,1,43,Alabama,Cullman County,12,4,5000,2585,2415
50,1,43,Alabama,Cullman County,12,5,4603,2360,2243
50,1,43,Alabama,Cullman County,12,6,5633,2837,2796
50,1,43,Alabama,Cullman County,12,7,5185,2684,2501
50,1,43,Alabama,Cullman County,12,8,4909,2416,2493
50,1,43,Alabama,Cullman County,12,9,5092,2570,2522
50,1,43,Alabama,Cullman County,12,10,5248,2603,2645
50,1,43,Alabama,Cullman County,12,11,5362,2757,2605
50,1,43,Alabama,Cullman County,12,12,5805,2892,2913
50,1,43,Alabama,Cullman County,12,13,5592,2739,2853
50,1,43,Alabama,Cullman County,12,14,4931,2318,2613
50,1,43,Alabama,Cullman County,12,15,4339,2005,2334
50,1,43,Alabama,Cullman County,12,16,3024,1364,1660
50,1,43,Alabama,Cullman County,12,17,2009,821,1188
50,1,43,Alabama,Cullman County,12,18,1432,550,882
50,1,45,Alabama,Dale County,12,0,49172,24214,24958
50,1,45,Alabama,Dale County,12,1,3273,1649,1624
50,1,45,Alabama,Dale County,12,2,3133,1651,1482
50,1,45,Alabama,Dale County,12,3,3007,1576,1431
50,1,45,Alabama,Dale County,12,4,2908,1505,1403
50,1,45,Alabama,Dale County,12,5,3164,1694,1470
50,1,45,Alabama,Dale County,12,6,3773,1994,1779
50,1,45,Alabama,Dale County,12,7,3514,1739,1775
50,1,45,Alabama,Dale County,12,8,2967,1442,1525
50,1,45,Alabama,Dale County,12,9,2667,1254,1413
50,1,45,Alabama,Dale County,12,10,2957,1414,1543
50,1,45,Alabama,Dale County,12,11,2894,1407,1487
50,1,45,Alabama,Dale County,12,12,3228,1554,1674
50,1,45,Alabama,Dale County,12,13,3185,1527,1658
50,1,45,Alabama,Dale County,12,14,2650,1298,1352
50,1,45,Alabama,Dale County,12,15,2259,1034,1225
50,1,45,Alabama,Dale County,12,16,1608,703,905
50,1,45,Alabama,Dale County,12,17,1048,407,641
50,1,45,Alabama,Dale County,12,18,937,366,571
50,1,47,Alabama,Dallas County,12,0,37196,17178,20018
50,1,47,Alabama,Dallas County,12,1,2202,1113,1089
50,1,47,Alabama,Dallas County,12,2,2313,1152,1161
50,1,47,Alabama,Dallas County,12,3,2646,1350,1296
50,1,47,Alabama,Dallas County,12,4,2532,1315,1217
50,1,47,Alabama,Dallas County,12,5,2235,1071,1164
50,1,47,Alabama,Dallas County,12,6,2278,1042,1236
50,1,47,Alabama,Dallas County,12,7,2031,936,1095
50,1,47,Alabama,Dallas County,12,8,2077,914,1163
50,1,47,Alabama,Dallas County,12,9,2009,890,1119
50,1,47,Alabama,Dallas County,12,10,2112,929,1183
50,1,47,Alabama,Dallas County,12,11,2222,1006,1216
50,1,47,Alabama,Dallas County,12,12,2747,1240,1507
50,1,47,Alabama,Dallas County,12,13,2771,1270,1501
50,1,47,Alabama,Dallas County,12,14,2300,1050,1250
50,1,47,Alabama,Dallas County,12,15,1898,855,1043
50,1,47,Alabama,Dallas County,12,16,1223,521,702
50,1,47,Alabama,Dallas County,12,17,880,323,557
50,1,47,Alabama,Dallas County,12,18,720,201,519
50,1,49,Alabama,DeKalb County,12,0,71513,35577,35936
50,1,49,Alabama,DeKalb County,12,1,4269,2213,2056
50,1,49,Alabama,DeKalb County,12,2,4656,2398,2258
50,1,49,Alabama,DeKalb County,12,3,5119,2620,2499
50,1,49,Alabama,DeKalb County,12,4,4799,2554,2245
50,1,49,Alabama,DeKalb County,12,5,4145,2155,1990
50,1,49,Alabama,DeKalb County,12,6,4606,2363,2243
50,1,49,Alabama,DeKalb County,12,7,3920,2014,1906
50,1,49,Alabama,DeKalb County,12,8,4176,2055,2121
50,1,49,Alabama,DeKalb County,12,9,4497,2242,2255
50,1,49,Alabama,DeKalb County,12,10,4783,2406,2377
50,1,49,Alabama,DeKalb County,12,11,4602,2293,2309
50,1,49,Alabama,DeKalb County,12,12,4767,2358,2409
50,1,49,Alabama,DeKalb County,12,13,4573,2236,2337
50,1,49,Alabama,DeKalb County,12,14,3972,1901,2071
50,1,49,Alabama,DeKalb County,12,15,3540,1670,1870
50,1,49,Alabama,DeKalb County,12,16,2368,1087,1281
50,1,49,Alabama,DeKalb County,12,17,1480,589,891
50,1,49,Alabama,DeKalb County,12,18,1241,423,818
50,1,51,Alabama,Elmore County,12,0,81209,39236,41973
50,1,51,Alabama,Elmore County,12,1,4734,2387,2347
50,1,51,Alabama,Elmore County,12,2,4973,2649,2324
50,1,51,Alabama,Elmore County,12,3,5271,2628,2643
50,1,51,Alabama,Elmore County,12,4,5012,2575,2437
50,1,51,Alabama,Elmore County,12,5,4794,2510,2284
50,1,51,Alabama,Elmore County,12,6,5834,2838,2996
50,1,51,Alabama,Elmore County,12,7,5519,2643,2876
50,1,51,Alabama,Elmore County,12,8,5399,2516,2883
